150918 163516.153|CONFIG|Thread-5|setFileHandlers|Now logging to D:\CONTEST2015\pc2-9.2.4\bin\logs directory.
150918 174306.979|INFO|Thread-54|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 11 ANSWERED from TEAM11 @ site 1 at 64 id=Clarification-399375233797252757
150918 174306.980|INFO|Thread-54|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174306.980|INFO|Thread-54|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174306.980|INFO|Thread-54|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1023 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174306.980|INFO|Thread-54|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1023 ) handlePacket
150918 174306.980|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 174306.981|INFO|Thread-54|dumpPacket|    To: SERVER0 @ site 0
150918 174306.981|INFO|Thread-54|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 11 ANSWERED from TEAM11 @ site 1 at 64 id=Clarification-399375233797252757
150918 174306.981|INFO|Thread-54|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 174306.981|INFO|Thread-54|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 174307.312|INFO|Thread-54|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1023 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174307.888|INFO|Thread-53|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1021 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 174308.311|INFO|Thread-52|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1019 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175126.452|INFO|Thread-55|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #1042 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175126.452|INFO|Thread-55|dumpPacket|Packet CLOCK_STOPPED (Seq #1042 ) recieveObject
150918 175126.452|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 175126.453|INFO|Thread-55|dumpPacket|    To: SERVER0 @ site 0
150918 175126.453|INFO|Thread-55|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 175126.453|INFO|Thread-55|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 175126.453|INFO|Thread-55|info|handlePacket start Packet[CLOCK_STOPPED] #1042 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175126.453|INFO|Thread-55|dumpPacket|Packet CLOCK_STOPPED (Seq #1042 ) handlePacket
150918 175126.454|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 175126.454|INFO|Thread-55|dumpPacket|    To: SERVER0 @ site 0
150918 175126.456|INFO|Thread-55|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 175126.456|INFO|Thread-55|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 175126.456|INFO|Thread-55|contestStopped|debug ContestTime site 1 STOPPED 1:13:13
150918 175126.457|INFO|Thread-55|info|Clock for site 1 stopped by ADMINISTRATOR1 @ site 1 elapsed 1:13:13
150918 175126.457|INFO|Thread-55|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #1042 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175136.514|INFO|Thread-56|info| receiveObject(S) start got Packet[CLARIFICATION_ANSWER_UPDATE] #1046 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175136.514|INFO|Thread-56|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1046 ) recieveObject
150918 175136.514|INFO|Thread-56|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 175136.514|INFO|Thread-56|dumpPacket|    To: SERVER0 @ site 0
150918 175136.515|INFO|Thread-56|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 12 ANSWERED from TEAM14 @ site 1 at 65 id=Clarification-448317159259112795
150918 175136.515|INFO|Thread-56|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 175136.515|INFO|Thread-56|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 175136.515|INFO|Thread-56|info|handlePacket start Packet[CLARIFICATION_ANSWER_UPDATE] #1046 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175136.515|INFO|Thread-56|dumpPacket|Packet CLARIFICATION_ANSWER_UPDATE (Seq #1046 ) handlePacket
150918 175136.516|INFO|Thread-56|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 175136.516|INFO|Thread-56|dumpPacket|    To: SERVER0 @ site 0
150918 175136.516|INFO|Thread-56|dumpPacket|   key: CLARIFICATION is: edu.csus.ecs.pc2.core.model.Clarification Clarification 12 ANSWERED from TEAM14 @ site 1 at 65 id=Clarification-448317159259112795
150918 175136.517|INFO|Thread-56|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
150918 175136.517|INFO|Thread-56|dumpPacket|   key: CLARIFICATION_ANSWER is: java.lang.String No response, read problem statement
150918 175142.412|INFO|Thread-56|info| receiveObject(S) end   got Packet[CLARIFICATION_ANSWER_UPDATE] #1046 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 175153.877|INFO|Thread-1|info|connectionDropped: shutting down TEAM1 @ site 1
